Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	7848ba81-a5d5-4e14-bbd4-0e4443f9d316
Plate Name	251126_Scratch_48h_#2
Measurement	Measurement 1
Evaluation	Evaluation2

[Data]
Row	Column	Plane	Timepoint	Open Area - Wound Area [µm²] - Sum per Well	Number of Analyzed Fields	Global Image Binning	Height [µm]	Time [s]	Temperature	Target Temperature	CO2	Target CO2	Compound	Concentration	Cell Type	Cell Count	
7	4	1	6	2832325.1365	8	4	0	36004.2794957	Off	37	Off	5					
7	5	1	6	2533332.84299	8	4	0	36004.781995599995	Off	37	Off	5					
7	6	1	6	2907193.9429	8	4	0	36004.8902382	Off	37	Off	5					
7	7	1	6	3146352.8117	8	4	0	36003.0139921	Off	37	Off	5					
7	8	1	6	2882861.04343	8	4	0	36003.0297174	Off	37	Off	5					
7	9	1	6	2467695.63485	8	4	0	36003.1704921	Off	37	Off	5					
7	10	1	6	3107380.04763	8	4	0	36003.0922336	Off	37	Off	5					
7	11	1	6	3240673.60734	8	4	0	36003.263988	Off	37	Off	5					
2	2	1	7	2398845.56683	8	4	0	43203.1363545	Off	37	Off	5					
2	3	1	7	2158223.57139	8	4	0	43203.8423167	Off	37	Off	5					
2	4	1	7	2658948.21217	8	4	0	43203.435842599996	Off	37	Off	5					
2	5	1	7	3123973.13614	8	4	0	43203.5450833	Off	37	Off	5					
2	6	1	7	2115362.98893	8	4	0	43201.6860782	Off	37	Off	5					
2	7	1	7	3997048.46009	8	4	0	43201.5273334	Off	37	Off	5					
2	8	1	7	1754373.39097	8	4	0	43201.8110848	Off	37	Off	5					
2	9	1	7	2402969.83566	8	4	0	43201.764332499995	Off	37	Off	5					
2	10	1	7	2401498.11082	8	4	0	43201.6395777	Off	37	Off	5					
2	11	1	7	2757679.88324	8	4	0	43201.5143355	Off	37	Off	5					
3	2	1	7	2481254.99261	8	4	0	43202.3865861	Off	37	Off	5					
3	3	1	7	2337004.46297	8	4	0	43203.792576499996	Off	37	Off	5					
3	4	1	7	2160621.03552	8	4	0	43203.4800855	Off	37	Off	5					
3	5	1	7	2615141.82797	8	4	0	43203.4983562	Off	37	Off	5					
3	6	1	7	2331346.84888	8	4	0	43201.623578399995	Off	37	Off	5					
3	7	1	7	3832713.97368	8	4	0	43201.4988111	Off	37	Off	5					
3	8	1	7	2210649.64879	8	4	0	43201.920850099996	Off	37	Off	5					
3	9	1	7	2335491.18017	8	4	0	43201.8268332	Off	37	Off	5					
3	10	1	7	2249504.90415	8	4	0	43201.7488255	Off	37	Off	5					
3	11	1	7	2349407.36314	8	4	0	43201.5923432	Off	37	Off	5					
4	2	1	7	1915184.04937	8	4	0	43201.6390642	Off	37	Off	5					
4	3	1	7	2599163.51059	8	4	0	43203.7950839	Off	37	Off	5					
4	4	1	7	2431783.82916	8	4	0	43203.527080299995	Off	37	Off	5					
4	5	1	7	2531455.56983	8	4	0	43203.264082	Off	37	Off	5					
4	6	1	7	2502953.97752	8	4	0	43201.623587999995	Off	37	Off	5					
4	7	1	7	3613402.61122	8	4	0	43202.0460856	Off	37	Off	5					
4	8	1	7	2091811.09242	8	4	0	43201.8270926	Off	37	Off	5					
4	9	1	7	2233055.11894	8	4	0	43201.295834799996	Off	37	Off	5					
4	10	1	7	2483635.26034	8	4	0	43201.4985605	Off	37	Off	5					
4	11	1	7	2325375.40059	8	4	0	43201.5456138	Off	37	Off	5					
5	2	1	7	2590283.00541	8	4	0	43201.061335499995	Off	37	Off	5					
5	3	1	7	2751602.3905	8	4	0	43203.7638364	Off	37	Off	5					
5	4	1	7	2665971.50665	8	4	0	43203.5920759	Off	37	Off	5					
5	5	1	7	2686512.60094	8	4	0	43203.2790902	Off	37	Off	5					
5	6	1	7	2880088.12468	8	4	0	43202.0765781	Off	37	Off	5					
5	7	1	7	3055557.2771	8	4	0	43201.8268044	Off	37	Off	5					
5	8	1	7	2768032.11326	8	4	0	43201.8105937	Off	37	Off	5					
5	9	1	7	2740063.6092	8	4	0	43201.3115853	Off	37	Off	5					
5	10	1	7	2593286.64247	8	4	0	43201.451827799996	Off	37	Off	5					
5	11	1	7	2849138.91208	8	4	0	43201.4833488	Off	37	Off	5					
6	2	1	7	2917600.62817	8	4	0	43200.5275834	Off	37	Off	5					
6	3	1	7	2569868.01802	8	4	0	43203.6413435	Off	37	Off	5					
6	4	1	7	2659657.56348	8	4	0	43203.607575999995	Off	37	Off	5					
6	5	1	7	2136073.18111	8	4	0	43203.2013294	Off	37	Off	5					
6	6	1	7	2866071.6294	8	4	0	43202.046841999996	Off	37	Off	5					
6	7	1	7	2691949.52795	8	4	0	43201.7955818	Off	37	Off	5					
6	8	1	7	2532964.55353	8	4	0	43201.7800966	Off	37	Off	5					
6	9	1	7	2569869.45105	8	4	0	43201.280083699996	Off	37	Off	5					
6	10	1	7	2847523.88395	8	4	0	43201.4513352	Off	37	Off	5					
6	11	1	7	3297050.55658	8	4	0	43201.4673312	Off	37	Off	5					
7	2	1	7	3563207.76613	8	4	0	43200.4653528	Off	37	Off	5					
7	3	1	7	3230182.37313	8	4	0	43203.639075	Off	37	Off	5					
7	4	1	7	2688953.05605	8	4	0	43203.654589	Off	37	Off	5					
7	5	1	7	2464710.62722	8	4	0	43203.2173329	Off	37	Off	5					
7	6	1	7	2814412.22464	8	4	0	43203.248325	Off	37	Off	5					
7	7	1	7	3073763.96072	8	4	0	43201.7798106	Off	37	Off	5					
7	8	1	7	2812319.99653	8	4	0	43201.7643349	Off	37	Off	5					
7	9	1	7	2340462.37147	8	4	0	43201.514336399996	Off	37	Off	5					
7	10	1	7	3008383.26547	8	4	0	43201.4988321	Off	37	Off	5					
7	11	1	7	3147850.33113	8	4	0	43201.639328	Off	37	Off	5					
2	2	1	8	2319025.63159	8	4	0	50402.4487052	Off	37	Off	5					
2	3	1	8	2059701.12314	8	4	0	50403.029663099995	Off	37	Off	5					
2	4	1	8	2580936.76452	8	4	0	50402.529653699996	Off	37	Off	5					
2	5	1	8	2755106.15606	8	4	0	50402.5136906	Off	37	Off	5					
2	6	1	8	2015096.53958	8	4	0	50401.1549276	Off	37	Off	5					
2	7	1	8	3722088.12914	8	4	0	50401.042934	Off	37	Off	5					
2	8	1	8	1640389.95024	8	4	0	50400.8111863	Off	37	Off	5					
2	9	1	8	2280820.97318	8	4	0	50400.8269393	Off	37	Off	5					
2	10	1	8	2280201.90295	8	4	0	50400.2826775	Off	37	Off	5					
2	11	1	8	2699646.34791	8	4	0	50400.108435199996	Off	37	Off	5					
3	2	1	8	2348548.9764	8	4	0	50401.9021773	Off	37	Off	5					
3	3	1	8	2196342.24783	8	4	0	50402.9486691	Off	37	Off	5					
3	4	1	8	2031026.13384	8	4	0	50402.621180999995	Off	37	Off	5					
3	5	1	8	2090787.9069	8	4	0	50402.982453799996	Off	37	Off	5					
3	6	1	8	2215617.97402	8	4	0	50401.1701778	Off	37	Off	5					
3	7	1	8	3528866.56454	8	4	0	50401.029907799995	Off	37	Off	5					
3	8	1	8	2148392.96537	8	4	0	50400.8426826	Off	37	Off	5					
3	9	1	8	2244449.16391	8	4	0	50400.936429299996	Off	37	Off	5					
3	10	1	8	2128180.03562	8	4	0	50400.37392	Off	37	Off	5					
3	11	1	8	2254070.54713	8	4	0	50400.092673	Off	37	Off	5					
4	2	1	8	1766905.26411	8	4	0	50401.357673	Off	37	Off	5					
4	3	1	8	2551231.42452	8	4	0	50402.8889338	Off	37	Off	5					
4	4	1	8	2351784.7648	8	4	0	50402.6991766	Off	37	Off	5					
4	5	1	8	2244985.11823	8	4	0	50402.748422599994	Off	37	Off	5					
4	6	1	8	2392363.9588	8	4	0	50401.249175799996	Off	37	Off	5					
4	7	1	8	3274468.82337	8	4	0	50401.0769342	Off	37	Off	5					
4	8	1	8	1984102.90297	8	4	0	50400.8269332	Off	37	Off	5					
4	9	1	8	2092026.04736	8	4	0	50400.3269276	Off	37	Off	5					
4	10	1	8	2354013.13103	8	4	0	50400.4831591	Off	37	Off	5					
4	11	1	8	2186077.43282	8	4	0	50399.998965599996	Off	37	Off	5					
5	2	1	8	2469445.36808	8	4	0	50400.9206567	Off	37	Off	5					
5	3	1	8	2676164.67002	8	4	0	50402.904434799995	Off	37	Off	5					
5	4	1	8	2535218.71436	8	4	0	50402.7794017	Off	37	Off	5					
5	5	1	8	2530686.03114	8	4	0	50402.7634327	Off	37	Off	5					
5	6	1	8	2821137.44827	8	4	0	50401.7484277	Off	37	Off	5					
5	7	1	8	3003069.57929	8	4	0	50400.7019072	Off	37	Off	5					
5	8	1	8	2667841.61465	8	4	0	50400.763936899995	Off	37	Off	5					
5	9	1	8	2649537.4848	8	4	0	50400.3116807	Off	37	Off	5					
5	10	1	8	2503409.68199	8	4	0	50400.4361781	Off	37	Off	5					
5	11	1	8	2774937.89904	8	4	0	50399.8114459	Off	37	Off	5					
6	2	1	8	2815709.11946	8	4	0	50400.6054065	Off	37	Off	5					
6	3	1	8	2462437.83696	8	4	0	50402.7949359	Off	37	Off	5					
6	4	1	8	2557026.60977	8	4	0	50402.7639228	Off	37	Off	5					
6	5	1	8	2049970.82942	8	4	0	50402.7014333	Off	37	Off	5					
6	6	1	8	2790522.13235	8	4	0	50401.6704368	Off	37	Off	5					
6	7	1	8	2653951.22628	8	4	0	50400.6864317	Off	37	Off	5					
6	8	1	8	2362558.30651	8	4	0	50400.733183799995	Off	37	Off	5					
6	9	1	8	2480590.06532	8	4	0	50400.3114323	Off	37	Off	5					
6	10	1	8	2747701.67481	8	4	0	50400.482690599994	Off	37	Off	5					
6	11	1	8	3202417.35975	8	4	0	50399.7646749	Off	37	Off	5					
7	2	1	8	3453989.15995	8	4	0	50400.465439299995	Off	37	Off	5					
7	3	1	8	3128488.62296	8	4	0	50402.7771774	Off	37	Off	5					
7	4	1	8	2577893.00253	8	4	0	50402.763940599994	Off	37	Off	5					
7	5	1	8	2358898.34035	8	4	0	50402.8891828	Off	37	Off	5					
7	6	1	8	2741847.73522	8	4	0	50402.8889326	Off	37	Off	5					
7	7	1	8	3011111.7602	8	4	0	50400.7811866	Off	37	Off	5					
7	8	1	8	2748369.46817	8	4	0	50400.7801806	Off	37	Off	5					
7	9	1	8	2243752.7099	8	4	0	50400.389433899996	Off	37	Off	5					
7	10	1	8	2917305.42338	8	4	0	50400.530177	Off	37	Off	5					
7	11	1	8	3059680.1129	8	4	0	50399.7021791	Off	37	Off	5					
2	2	1	9	2199271.36717	8	4	0	57600.745803699996	Off	37	Off	5					
2	3	1	9	1974448.55999	8	4	0	57600.6865078	Off	37	Off	5					
2	4	1	9	2498235.00002	8	4	0	57600.561281999995	Off	37	Off	5					
2	5	1	9	2192183.58621	8	4	0	57600.5297801	Off	37	Off	5					
2	6	1	9	1890419.80698	8	4	0	57598.920749699995	Off	37	Off	5					
2	7	1	9	3433706.01159	8	4	0	57598.8557781	Off	37	Off	5					
2	8	1	9	1522533.02144	8	4	0	57598.9517873	Off	37	Off	5					
2	9	1	9	2152929.94768	8	4	0	57599.7487538	Off	37	Off	5					
2	10	1	9	2233320.23003	8	4	0	57598.780275599995	Off	37	Off	5					
2	11	1	9	2654007.11457	8	4	0	57598.6710281	Off	37	Off	5					
3	2	1	9	2233411.94414	8	4	0	57600.7305325	Off	37	Off	5					
3	3	1	9	2079233.36223	8	4	0	57600.621025	Off	37	Off	5					
3	4	1	9	1915453.45956	8	4	0	57600.6364957	Off	37	Off	5					
3	5	1	9	1630801.52678	8	4	0	57600.4205513	Off	37	Off	5					
3	6	1	9	2101243.31529	8	4	0	57598.9047755	Off	37	Off	5					
3	7	1	9	3302679.51	8	4	0	57598.936523799995	Off	37	Off	5					
3	8	1	9	2040965.65037	8	4	0	57599.0147783	Off	37	Off	5					
3	9	1	9	2137413.06691	8	4	0	57599.7490311	Off	37	Off	5					
3	10	1	9	2005605.56236	8	4	0	57598.936516899994	Off	37	Off	5					
3	11	1	9	2106221.67175	8	4	0	57598.686532199994	Off	37	Off	5					
4	2	1	9	1665965.28927	8	4	0	57600.8270201	Off	37	Off	5					
4	3	1	9	2451131.207	8	4	0	57600.639278899995	Off	37	Off	5					
4	4	1	9	2278770.30303	8	4	0	57600.3872726	Off	37	Off	5					
4	5	1	9	1726078.1554	8	4	0	57600.1395195	Off	37	Off	5					
4	6	1	9	2266115.18906	8	4	0	57598.921031499995	Off	37	Off	5					
4	7	1	9	2984768.31551	8	4	0	57598.921031699996	Off	37	Off	5					
4	8	1	9	1884689.10822	8	4	0	57599.014745299995	Off	37	Off	5					
4	9	1	9	1996537.32986	8	4	0	57599.170782199995	Off	37	Off	5					
4	10	1	9	2211883.49015	8	4	0	57598.99903	Off	37	Off	5					
4	11	1	9	2064917.36307	8	4	0	57598.6240661	Off	37	Off	5					
5	2	1	9	2348090.40586	8	4	0	57600.764282	Off	37	Off	5					
5	3	1	9	2607926.50707	8	4	0	57600.654782499994	Off	37	Off	5					
5	4	1	9	2469048.41795	8	4	0	57600.4675251	Off	37	Off	5					
5	5	1	9	2396013.89372	8	4	0	57600.1857531	Off	37	Off	5					
5	6	1	9	2754158.92128	8	4	0	57599.279997	Off	37	Off	5					
5	7	1	9	2960932.67847	8	4	0	57598.546501599994	Off	37	Off	5					
5	8	1	9	2531815.2611	8	4	0	57599.014028	Off	37	Off	5					
5	9	1	9	2531704.91757	8	4	0	57599.1090278	Off	37	Off	5					
5	10	1	9	2414597.465	8	4	0	57598.9365175	Off	37	Off	5					
5	11	1	9	2640476.41747	8	4	0	57598.4522868	Off	37	Off	5					
6	2	1	9	2659302.17131	8	4	0	57600.8085313	Off	37	Off	5					
6	3	1	9	2378176.93261	8	4	0	57600.532774499996	Off	37	Off	5					
6	4	1	9	2473890.63629	8	4	0	57600.451772399996	Off	37	Off	5					
6	5	1	9	1908749.73143	8	4	0	57600.1080209	Off	37	Off	5					
6	6	1	9	2707811.76966	8	4	0	57599.186278299996	Off	37	Off	5					
6	7	1	9	2595837.44112	8	4	0	57598.5617767	Off	37	Off	5					
6	8	1	9	2220918.7629	8	4	0	57598.4680314	Off	37	Off	5					
6	9	1	9	2407311.92549	8	4	0	57599.0927783	Off	37	Off	5					
6	10	1	9	2624284.57818	8	4	0	57598.967279	Off	37	Off	5					
6	11	1	9	3069198.31774	8	4	0	57598.4210291	Off	37	Off	5					
7	2	1	9	3333694.6421	8	4	0	57600.465034299996	Off	37	Off	5					
7	3	1	9	3051901.61005	8	4	0	57600.465019799994	Off	37	Off	5					
7	4	1	9	2420657.76134	8	4	0	57600.4207895	Off	37	Off	5					
7	5	1	9	2265708.20771	8	4	0	57600.061529499995	Off	37	Off	5					
7	6	1	9	2678231.10353	8	4	0	57600.373774299995	Off	37	Off	5					
7	7	1	9	2974279.94736	8	4	0	57598.514775799995	Off	37	Off	5					
7	8	1	9	2696330.30967	8	4	0	57598.4680283	Off	37	Off	5					
7	9	1	9	2177212.691	8	4	0	57599.0770363	Off	37	Off	5					
7	10	1	9	2863826.06677	8	4	0	57599.061524799996	Off	37	Off	5					
7	11	1	9	2952334.48078	8	4	0	57598.389782399994	Off	37	Off	5					
2	2	1	10	2106809.21526	8	4	0	64800.4176483	Off	37	Off	5					
2	3	1	10	1862048.62067	8	4	0	64800.405110299995	Off	37	Off	5					
2	4	1	10	2413403.74856	8	4	0	64799.842376099994	Off	37	Off	5					
2	5	1	10	1428206.49367	8	4	0	64799.8736255	Off	37	Off	5					
2	6	1	10	1809877.62314	8	4	0	64798.373869699994	Off	37	Off	5					
2	7	1	10	3236748.5301	8	4	0	64798.261872099996	Off	37	Off	5					
2	8	1	10	1429099.27319	8	4	0	64797.9833746	Off	37	Off	5					
2	9	1	10	2082334.44553	8	4	0	64797.967874199996	Off	37	Off	5					
2	10	1	10	2157988.55399	8	4	0	64797.046119499995	Off	37	Off	5					
2	11	1	10	2571755.32241	8	4	0	64796.9681277	Off	37	Off	5					
3	2	1	10	2109087.73765	8	4	0	64800.4178729	Off	37	Off	5					
3	3	1	10	1965760.08123	8	4	0	64800.3241151	Off	37	Off	5					
3	4	1	10	1830709.62311	8	4	0	64799.9021249	Off	37	Off	5					
3	5	1	10	1111754.12672	8	4	0	64799.857903799995	Off	37	Off	5					
3	6	1	10	2002269.46166	8	4	0	64798.373617	Off	37	Off	5					
3	7	1	10	3108611.02293	8	4	0	64798.233602199994	Off	37	Off	5					
3	8	1	10	1960553.87252	8	4	0	64798.062122699994	Off	37	Off	5					
3	9	1	10	2010552.3921	8	4	0	64798.0466247	Off	37	Off	5					
3	10	1	10	1883850.78395	8	4	0	64797.1868641	Off	37	Off	5					
3	11	1	10	2013937.21593	8	4	0	64796.952381099996	Off	37	Off	5					
4	2	1	10	1548736.02891	8	4	0	64800.5296187	Off	37	Off	5					
4	3	1	10	2370332.51025	8	4	0	64800.311126199995	Off	37	Off	5					
4	4	1	10	2212383.61865	8	4	0	64800.042879999994	Off	37	Off	5					
4	5	1	10	1146112.52469	8	4	0	64799.686117699996	Off	37	Off	5					
4	6	1	10	2140452.5298	8	4	0	64798.4363495	Off	37	Off	5					
4	7	1	10	2762466.21328	8	4	0	64798.249128899995	Off	37	Off	5					
4	8	1	10	1767143.14758	8	4	0	64798.0461304	Off	37	Off	5					
4	9	1	10	1842665.417	8	4	0	64797.4211238	Off	37	Off	5					
4	10	1	10	2067909.53587	8	4	0	64797.296124399996	Off	37	Off	5					
4	11	1	10	1938328.96452	8	4	0	64796.876906599995	Off	37	Off	5					
5	2	1	10	2230070.11131	8	4	0	64800.560876899995	Off	37	Off	5					
5	3	1	10	2527642.26916	8	4	0	64800.232875999995	Off	37	Off	5					
5	4	1	10	2285140.13449	8	4	0	64800.139369799996	Off	37	Off	5					
5	5	1	10	2309663.62734	8	4	0	64799.810621	Off	37	Off	5					
5	6	1	10	2700269.71725	8	4	0	64798.920625	Off	37	Off	5					
5	7	1	10	2912897.41403	8	4	0	64797.905350199995	Off	37	Off	5					
5	8	1	10	2454510.29869	8	4	0	64798.045382899996	Off	37	Off	5					
5	9	1	10	2417429.13811	8	4	0	64797.421375499995	Off	37	Off	5					
5	10	1	10	2308694.89707	8	4	0	64797.296125199995	Off	37	Off	5					
5	11	1	10	2506787.34065	8	4	0	64796.655630999994	Off	37	Off	5					
6	2	1	10	2550798.64857	8	4	0	64800.6208528	Off	37	Off	5					
6	3	1	10	2299735.57507	8	4	0	64800.108129399996	Off	37	Off	5					
6	4	1	10	2410434.50429	8	4	0	64800.1093683	Off	37	Off	5					
6	5	1	10	1810770.40267	8	4	0	64799.9518643	Off	37	Off	5					
6	6	1	10	2631487.00178	8	4	0	64798.8898488	Off	37	Off	5					
6	7	1	10	2544501.9018	8	4	0	64797.8898709	Off	37	Off	5					
6	8	1	10	2072830.57102	8	4	0	64797.967875799994	Off	37	Off	5					
6	9	1	10	2316785.80109	8	4	0	64797.374870299995	Off	37	Off	5					
6	10	1	10	2501185.61486	8	4	0	64797.3581337	Off	37	Off	5					
6	11	1	10	2939388.46112	8	4	0	64796.6868614	Off	37	Off	5					
7	2	1	10	3262232.15502	8	4	0	64800.5298871	Off	37	Off	5					
7	3	1	10	2958035.08585	8	4	0	64800.089864999994	Off	37	Off	5					
7	4	1	10	2316192.52545	8	4	0	64800.0611258	Off	37	Off	5					
7	5	1	10	2155741.55833	8	4	0	64800.0143731	Off	37	Off	5					
7	6	1	10	2609813.81146	8	4	0	64800.0611179	Off	37	Off	5					
7	7	1	10	2919244.31696	8	4	0	64797.920873899995	Off	37	Off	5					
7	8	1	10	2640479.28353	8	4	0	64797.952381699994	Off	37	Off	5					
7	9	1	10	2096475.61467	8	4	0	64797.4068778	Off	37	Off	5					
7	10	1	10	2766278.08093	8	4	0	64797.4053707	Off	37	Off	5					
7	11	1	10	2820343.54801	8	4	0	64796.8456218	Off	37	Off	5					
2	2	1	11	2037702.63435	8	4	0	72000.0739986	Off	37	Off	5					
2	3	1	11	1766081.27016	8	4	0	72000.0457065	Off	37	Off	5					
2	4	1	11	2344923.40304	8	4	0	71999.217477999991	Off	37	Off	5					
2	5	1	11	1141923.76938	8	4	0	71999.2017223	Off	37	Off	5					
2	6	1	11	1726131.17762	8	4	0	71997.6394412	Off	37	Off	5					
2	7	1	11	3087652.91605	8	4	0	71997.683723	Off	37	Off	5					
2	8	1	11	1366017.16279	8	4	0	71997.5614752	Off	37	Off	5					
2	9	1	11	2022425.07008	8	4	0	71997.4989703	Off	37	Off	5					
2	10	1	11	2034359.36848	8	4	0	71996.5304657	Off	37	Off	5					
2	11	1	11	2514882.54378	8	4	0	71996.4212263	Off	37	Off	5					
3	2	1	11	1986099.11787	8	4	0	72000.1522177	Off	37	Off	5					
3	3	1	11	1877137.02458	8	4	0	71999.8864669	Off	37	Off	5					
3	4	1	11	1724772.66239	8	4	0	71999.2929779	Off	37	Off	5					
3	5	1	11	703922.980766	8	4	0	71999.1237444	Off	37	Off	5					
3	6	1	11	1885431.41929	8	4	0	71997.654966599992	Off	37	Off	5					
3	7	1	11	2968150.86543	8	4	0	71997.6397016	Off	37	Off	5					
3	8	1	11	1899154.14281	8	4	0	71997.6709771	Off	37	Off	5					
3	9	1	11	1941643.56973	8	4	0	71997.5144383	Off	37	Off	5					
3	10	1	11	1794379.3718	8	4	0	71996.6557113	Off	37	Off	5					
3	11	1	11	1916857.83185	8	4	0	71996.420969899991	Off	37	Off	5					
4	2	1	11	1427084.42887	8	4	0	72000.2637121	Off	37	Off	5					
4	3	1	11	2288807.2658	8	4	0	71999.8577327	Off	37	Off	5					
4	4	1	11	2136207.8862	8	4	0	71999.4024723	Off	37	Off	5					
4	5	1	11	776421.55067	8	4	0	71999.0769648	Off	37	Off	5					
4	6	1	11	2031076.28999	8	4	0	71997.6707145	Off	37	Off	5					
4	7	1	11	2574258.83097	8	4	0	71997.639721799991	Off	37	Off	5					
4	8	1	11	1682982.55554	8	4	0	71997.5617239	Off	37	Off	5					
4	9	1	11	1747006.16858	8	4	0	71996.889974199992	Off	37	Off	5					
4	10	1	11	1958556.22459	8	4	0	71996.7022212	Off	37	Off	5					
4	11	1	11	1770205.53899	8	4	0	71996.3587531	Off	37	Off	5					
5	2	1	11	2136348.32343	8	4	0	72000.2949966	Off	37	Off	5					
5	3	1	11	2476729.47456	8	4	0	71999.7797305	Off	37	Off	5					
5	4	1	11	2196683.30967	8	4	0	71999.5297156	Off	37	Off	5					
5	5	1	11	2243242.55017	8	4	0	71999.123219599991	Off	37	Off	5					
5	6	1	11	2660686.48114	8	4	0	71998.061463199992	Off	37	Off	5					
5	7	1	11	2893701.93769	8	4	0	71997.3742012	Off	37	Off	5					
5	8	1	11	2451198.55954	8	4	0	71997.48295189999	Off	37	Off	5					
5	9	1	11	2316307.16809	8	4	0	71996.9057319	Off	37	Off	5					
5	10	1	11	2242868.52857	8	4	0	71996.6242119	Off	37	Off	5					
5	11	1	11	2303907.13398	8	4	0	71996.2494852	Off	37	Off	5					
6	2	1	11	2516284.05	8	4	0	72000.3082204	Off	37	Off	5					
6	3	1	11	2210034.87765	8	4	0	71999.7329706	Off	37	Off	5					
6	4	1	11	2327138.03111	8	4	0	71999.6397095	Off	37	Off	5					
6	5	1	11	1688009.63512	8	4	0	71999.2017182	Off	37	Off	5					
6	6	1	11	2560554.73689	8	4	0	71997.9677252	Off	37	Off	5					
6	7	1	11	2501191.34699	8	4	0	71997.421220199991	Off	37	Off	5					
6	8	1	11	1914031.89088	8	4	0	71997.436732599992	Off	37	Off	5					
6	9	1	11	2264884.21376	8	4	0	71996.8742207	Off	37	Off	5					
6	10	1	11	2319911.24595	8	4	0	71996.70247199999	Off	37	Off	5					
6	11	1	11	2715307.96501	8	4	0	71996.2337168	Off	37	Off	5					
7	2	1	11	3185696.7313	8	4	0	72000.4647276	Off	37	Off	5					
7	3	1	11	2910279.26284	8	4	0	71999.683712999991	Off	37	Off	5					
7	4	1	11	2209230.94617	8	4	0	71999.670480699991	Off	37	Off	5					
7	5	1	11	2089926.65409	8	4	0	71999.170726	Off	37	Off	5					
7	6	1	11	2592896.8575	8	4	0	71999.1862152	Off	37	Off	5					
7	7	1	11	2885004.86072	8	4	0	71997.373968	Off	37	Off	5					
7	8	1	11	2601745.83596	8	4	0	71997.4054737	Off	37	Off	5					
7	9	1	11	2035442.74139	8	4	0	71996.859220999992	Off	37	Off	5					
7	10	1	11	2678378.70592	8	4	0	71996.7649632	Off	37	Off	5					
7	11	1	11	2679977.97069	8	4	0	71996.249471299991	Off	37	Off	5					
2	2	1	12	1939951.15782	8	4	0	79200.5735921	Off	37	Off	5					
2	3	1	12	1674556.3218	8	4	0	79200.5325489	Off	37	Off	5					
2	4	1	12	2283217.00427	8	4	0	79199.8578186	Off	37	Off	5					
2	5	1	12	807241.790296	8	4	0	79199.84206889999	Off	37	Off	5					
2	6	1	12	1635918.88744	8	4	0	79197.920562899992	Off	37	Off	5					
2	7	1	12	2960475.54096	8	4	0	79197.855568899991	Off	37	Off	5					
2	8	1	12	1275137.07926	8	4	0	79198.4360723	Off	37	Off	5					
2	9	1	12	1920643.9049	8	4	0	79198.3428175	Off	37	Off	5					
2	10	1	12	2000157.17109	8	4	0	79197.7333128	Off	37	Off	5					
2	11	1	12	2463461.02249	8	4	0	79197.5303227	Off	37	Off	5					
3	2	1	12	1893429.17618	8	4	0	79200.605065999989	Off	37	Off	5					
3	3	1	12	1775236.91767	8	4	0	79200.3395554	Off	37	Off	5					
3	4	1	12	1618395.76054	8	4	0	79199.9175686	Off	37	Off	5					
3	5	1	12	355920.96042	8	4	0	79199.7751209	Off	37	Off	5					
3	6	1	12	1779199.25377	8	4	0	79197.9205602	Off	37	Off	5					
3	7	1	12	2857936.30136	8	4	0	79198.3268064	Off	37	Off	5					
3	8	1	12	1805869.42998	8	4	0	79198.373819899993	Off	37	Off	5					
3	9	1	12	1850565.72765	8	4	0	79198.3425724	Off	37	Off	5					
3	10	1	12	1659821.87702	8	4	0	79197.8740602	Off	37	Off	5					
3	11	1	12	1849564.03762	8	4	0	79197.4363163	Off	37	Off	5					
4	2	1	12	1348289.11219	8	4	0	79200.2325667	Off	37	Off	5					
4	3	1	12	2250583.97797	8	4	0	79200.326298799991	Off	37	Off	5					
4	4	1	12	2089006.64694	8	4	0	79199.9800673	Off	37	Off	5					
4	5	1	12	388655.732066	8	4	0	79199.5610361	Off	37	Off	5					
4	6	1	12	1928711.8804	8	4	0	79197.967571799993	Off	37	Off	5					
4	7	1	12	2403889.84281	8	4	0	79198.40507149999	Off	37	Off	5					
4	8	1	12	1604946.74632	8	4	0	79198.280075599992	Off	37	Off	5					
4	9	1	12	1656544.53067	8	4	0	79197.7333185	Off	37	Off	5					
4	10	1	12	1865850.45708	8	4	0	79197.967567899992	Off	37	Off	5					
4	11	1	12	1674595.01369	8	4	0	79197.3738525	Off	37	Off	5					
5	2	1	12	2053948.92889	8	4	0	79200.279568	Off	37	Off	5					
5	3	1	12	2422559.39607	8	4	0	79200.3263204	Off	37	Off	5					
5	4	1	12	2108490.16291	8	4	0	79200.1075655	Off	37	Off	5					
5	5	1	12	2138281.48488	8	4	0	79199.513566	Off	37	Off	5					
5	6	1	12	2616245.26334	8	4	0	79198.280562	Off	37	Off	5					
5	7	1	12	2849461.3445	8	4	0	79198.0767915	Off	37	Off	5					
5	8	1	12	2304271.12435	8	4	0	79198.17007	Off	37	Off	5					
5	9	1	12	2225197.79928	8	4	0	79197.7645686	Off	37	Off	5					
5	10	1	12	2157380.94802	8	4	0	79197.9050692	Off	37	Off	5					
5	11	1	12	2111877.8528	8	4	0	79197.233328399991	Off	37	Off	5					
6	2	1	12	2438371.48162	8	4	0	79200.3237983	Off	37	Off	5					
6	3	1	12	2104317.17096	8	4	0	79200.2170736	Off	37	Off	5					
6	4	1	12	2261678.51905	8	4	0	79200.2170606	Off	37	Off	5					
