Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	7848ba81-a5d5-4e14-bbd4-0e4443f9d316
Plate Name	251126_Scratch_48h_#2
Measurement	Measurement 1
Evaluation	Evaluation2

[Data]
Row	Column	Plane	Timepoint	Open Area - Wound Area [µm²] - Sum per Well	Number of Analyzed Fields	Global Image Binning	Height [µm]	Time [s]	Temperature	Target Temperature	CO2	Target CO2	Compound	Concentration	Cell Type	Cell Count	
6	5	1	12	1589769.49436	8	4	0	79199.4360641	Off	37	Off	5					
6	6	1	12	2500030.5903	8	4	0	79198.2018202	Off	37	Off	5					
6	7	1	12	2471299.71271	8	4	0	79198.0925648	Off	37	Off	5					
6	8	1	12	1805813.5417	8	4	0	79198.2175824	Off	37	Off	5					
6	9	1	12	2202578.80722	8	4	0	79197.7175693	Off	37	Off	5					
6	10	1	12	2187223.85917	8	4	0	79197.7953212	Off	37	Off	5					
6	11	1	12	2534396.15344	8	4	0	79197.21782179999	Off	37	Off	5					
7	2	1	12	3193065.38672	8	4	0	79200.4645829	Off	37	Off	5					
7	3	1	12	2884884.48595	8	4	0	79200.1833125	Off	37	Off	5					
7	4	1	12	2085908.42971	8	4	0	79200.2170754	Off	37	Off	5					
7	5	1	12	2005106.8669	8	4	0	79199.404818	Off	37	Off	5					
7	6	1	12	2534768.74201	8	4	0	79199.4045683	Off	37	Off	5					
7	7	1	12	2850183.5931	8	4	0	79198.108067	Off	37	Off	5					
7	8	1	12	2539222.60841	8	4	0	79198.1550703	Off	37	Off	5					
7	9	1	12	1989710.3609	8	4	0	79197.7800494	Off	37	Off	5					
7	10	1	12	2624231.55596	8	4	0	79197.68631379999	Off	37	Off	5					
7	11	1	12	2525171.72035	8	4	0	79197.2178135	Off	37	Off	5					
2	2	1	13	1860159.88324	8	4	0	86403.2134372	Off	37	Off	5					
2	3	1	13	1591175.29968	8	4	0	86403.4666534	Off	37	Off	5					
2	4	1	13	2215530.55901	8	4	0	86403.7629173	Off	37	Off	5					
2	5	1	13	512717.693528	8	4	0	86403.7471698	Off	37	Off	5					
2	6	1	13	1604074.02925	8	4	0	86402.5286624	Off	37	Off	5					
2	7	1	13	2847829.11997	8	4	0	86402.3544214	Off	37	Off	5					
2	8	1	13	1228756.96787	8	4	0	86402.3726458	Off	37	Off	5					
2	9	1	13	1838197.22027	8	4	0	86403.7941689	Off	37	Off	5					
2	10	1	13	1900941.13489	8	4	0	86404.2784094	Off	37	Off	5					
2	11	1	13	2415319.71361	8	4	0	86404.3879205	Off	37	Off	5					
3	2	1	13	1788278.95054	8	4	0	86403.151144099989	Off	37	Off	5					
3	3	1	13	1720334.55934	8	4	0	86403.3386569	Off	37	Off	5					
3	4	1	13	1503357.60756	8	4	0	86403.4639211	Off	37	Off	5					
3	5	1	13	267395.350018	8	4	0	86403.8097	Off	37	Off	5					
3	6	1	13	1659862.00194	8	4	0	86402.559916999991	Off	37	Off	5					
3	7	1	13	2737151.68625	8	4	0	86402.2951451	Off	37	Off	5					
3	8	1	13	1721397.86979	8	4	0	86402.38816799999	Off	37	Off	5					
3	9	1	13	1737068.08508	8	4	0	86404.106668	Off	37	Off	5					
3	10	1	13	1580807.3063	8	4	0	86404.1224069	Off	37	Off	5					
3	11	1	13	1836466.11647	8	4	0	86404.421426	Off	37	Off	5					
4	2	1	13	1259590.1048	8	4	0	86403.1384119	Off	37	Off	5					
4	3	1	13	2179578.62839	8	4	0	86403.325417499989	Off	37	Off	5					
4	4	1	13	2018779.43426	8	4	0	86403.4949187	Off	37	Off	5					
4	5	1	13	203956.414415	8	4	0	86403.794160199992	Off	37	Off	5					
4	6	1	13	1872607.20743	8	4	0	86402.575664299991	Off	37	Off	5					
4	7	1	13	2260582.24885	8	4	0	86402.3884283	Off	37	Off	5					
4	8	1	13	1527293.5569	8	4	0	86402.3101802	Off	37	Off	5					
4	9	1	13	1562950.28273	8	4	0	86403.5911666	Off	37	Off	5					
4	10	1	13	1750171.73837	8	4	0	86404.1071643	Off	37	Off	5					
4	11	1	13	1582064.0762	8	4	0	86404.4059301	Off	37	Off	5					
5	2	1	13	1964898.82842	8	4	0	86402.6851892	Off	37	Off	5					
5	3	1	13	2366764.25821	8	4	0	86403.359417499989	Off	37	Off	5					
5	4	1	13	1978908.15853	8	4	0	86403.5441652	Off	37	Off	5					
5	5	1	13	2054473.41894	8	4	0	86404.0278926	Off	37	Off	5					
5	6	1	13	2541961.13438	8	4	0	86403.0286604	Off	37	Off	5					
5	7	1	13	2814095.52436	8	4	0	86402.1381398	Off	37	Off	5					
5	8	1	13	2229425.24648	8	4	0	86402.2313929	Off	37	Off	5					
5	9	1	13	2141918.5225	8	4	0	86403.5911737	Off	37	Off	5					
5	10	1	13	2079406.75922	8	4	0	86403.9816743	Off	37	Off	5					
5	11	1	13	1892953.40924	8	4	0	86404.2629302	Off	37	Off	5					
6	2	1	13	2304983.34173	8	4	0	86402.7136752	Off	37	Off	5					
6	3	1	13	2049106.71055	8	4	0	86403.2944184	Off	37	Off	5					
6	4	1	13	2189786.12209	8	4	0	86403.528655499991	Off	37	Off	5					
6	5	1	13	1519952.1291	8	4	0	86404.1376708	Off	37	Off	5					
6	6	1	13	2427393.0162	8	4	0	86402.981671699992	Off	37	Off	5					
6	7	1	13	2428083.73808	8	4	0	86402.1859131	Off	37	Off	5					
6	8	1	13	1655635.98778	8	4	0	86402.2009274	Off	37	Off	5					
6	9	1	13	2145584.22079	8	4	0	86403.8879173	Off	37	Off	5					
6	10	1	13	2029994.35012	8	4	0	86403.9656707	Off	37	Off	5					
6	11	1	13	2312082.58696	8	4	0	86404.262663599991	Off	37	Off	5					
7	2	1	13	3121031.11949	8	4	0	86402.8231737	Off	37	Off	5					
7	3	1	13	2819867.78107	8	4	0	86403.5731629	Off	37	Off	5					
7	4	1	13	1973061.3841	8	4	0	86403.5286464	Off	37	Off	5					
7	5	1	13	1939544.17646	8	4	0	86404.2474235	Off	37	Off	5					
7	6	1	13	2496769.00731	8	4	0	86404.2316702	Off	37	Off	5					
7	7	1	13	2790520.69932	8	4	0	86402.1561654	Off	37	Off	5					
7	8	1	13	2498270.82584	8	4	0	86402.1539234	Off	37	Off	5					
7	9	1	13	1942427.43876	8	4	0	86404.012921599991	Off	37	Off	5					
7	10	1	13	2465245.14851	8	4	0	86403.9971635	Off	37	Off	5					
7	11	1	13	2331591.89752	8	4	0	86404.2159226	Off	37	Off	5					
2	2	1	14	1749926.68973	8	4	0	93600.4797904	Off	37	Off	5					
2	3	1	14	1507933.28176	8	4	0	93600.466975299991	Off	37	Off	5					
2	4	1	14	2155548.09888	8	4	0	93600.3417676	Off	37	Off	5					
2	5	1	14	283974.108201	8	4	0	93600.5135172	Off	37	Off	5					
2	6	1	14	1504195.93183	8	4	0	93598.4357605	Off	37	Off	5					
2	7	1	14	2668400.4975	8	4	0	93598.4020131	Off	37	Off	5					
2	8	1	14	1122864.43117	8	4	0	93598.2027542	Off	37	Off	5					
2	9	1	14	1743601.2823	8	4	0	93598.4670113	Off	37	Off	5					
2	10	1	14	1900125.73915	8	4	0	93598.1235112	Off	37	Off	5					
2	11	1	14	2365607.80062	8	4	0	93598.0480171	Off	37	Off	5					
3	2	1	14	1698880.62307	8	4	0	93600.3392643	Off	37	Off	5					
3	3	1	14	1624311.32055	8	4	0	93600.260754499992	Off	37	Off	5					
3	4	1	14	1431221.59499	8	4	0	93600.355014699991	Off	37	Off	5					
3	5	1	14	156063.020238	8	4	0	93600.4197904	Off	37	Off	5					
3	6	1	14	1593194.44311	8	4	0	93598.4355065	Off	37	Off	5					
3	7	1	14	2606566.5588	8	4	0	93598.435984	Off	37	Off	5					
3	8	1	14	1653545.19271	8	4	0	93598.3110147	Off	37	Off	5					
3	9	1	14	1635758.38775	8	4	0	93598.5610187	Off	37	Off	5					
3	10	1	14	1523801.2556	8	4	0	93598.2485031	Off	37	Off	5					
3	11	1	14	1735686.64132	8	4	0	93598.014018599992	Off	37	Off	5					
4	2	1	14	1194295.39153	8	4	0	93600.388251	Off	37	Off	5					
4	3	1	14	2087745.57795	8	4	0	93600.294771599991	Off	37	Off	5					
4	4	1	14	1941978.89944	8	4	0	93600.40151879999	Off	37	Off	5					
4	5	1	14	119120.863855	8	4	0	93600.1230042	Off	37	Off	5					
4	6	1	14	1764474.84023	8	4	0	93598.4827635	Off	37	Off	5					
4	7	1	14	2094773.17153	8	4	0	93598.4360142	Off	37	Off	5					
4	8	1	14	1476859.3953	8	4	0	93598.326763199992	Off	37	Off	5					
4	9	1	14	1467298.19947	8	4	0	93597.9672742	Off	37	Off	5					
4	10	1	14	1680390.19893	8	4	0	93598.3107381	Off	37	Off	5					
4	11	1	14	1497161.17309	8	4	0	93597.98279509999	Off	37	Off	5					
5	2	1	14	1870062.14092	8	4	0	93600.4980162	Off	37	Off	5					
5	3	1	14	2310298.46093	8	4	0	93600.2164945	Off	37	Off	5					
5	4	1	14	1901964.32042	8	4	0	93600.357252199989	Off	37	Off	5					
5	5	1	14	1930627.84546	8	4	0	93600.076017499989	Off	37	Off	5					
5	6	1	14	2503201.89222	8	4	0	93598.904507999992	Off	37	Off	5					
5	7	1	14	2774268.67265	8	4	0	93598.1262343	Off	37	Off	5					
5	8	1	14	2194542.35844	8	4	0	93598.2792762	Off	37	Off	5					
5	9	1	14	2080798.23421	8	4	0	93597.9830135	Off	37	Off	5					
5	10	1	14	1965780.14369	8	4	0	93598.3107563	Off	37	Off	5					
5	11	1	14	1704907.95965	8	4	0	93597.8735243	Off	37	Off	5					
6	2	1	14	2241027.08123	8	4	0	93600.49501459999	Off	37	Off	5					
6	3	1	14	1997507.49317	8	4	0	93600.1235184	Off	37	Off	5					
6	4	1	14	2115712.64897	8	4	0	93600.2169993	Off	37	Off	5					
6	5	1	14	1408212.81797	8	4	0	93600.076254899992	Off	37	Off	5					
6	6	1	14	2361854.68733	8	4	0	93598.8420196	Off	37	Off	5					
6	7	1	14	2391174.54146	8	4	0	93598.1262822	Off	37	Off	5					
6	8	1	14	1535348.6351	8	4	0	93598.2640138	Off	37	Off	5					
6	9	1	14	2065106.52342	8	4	0	93597.9985145	Off	37	Off	5					
6	10	1	14	1838041.01968	8	4	0	93598.2947721	Off	37	Off	5					
6	11	1	14	2042275.44249	8	4	0	93597.8110132	Off	37	Off	5					
7	2	1	14	3073848.50966	8	4	0	93600.6075243	Off	37	Off	5					
7	3	1	14	2750183.68788	8	4	0	93600.1700131	Off	37	Off	5					
7	4	1	14	1886628.0018	8	4	0	93600.1384964	Off	37	Off	5					
7	5	1	14	1880190.8178	8	4	0	93600.045025899992	Off	37	Off	5					
7	6	1	14	2462264.43997	8	4	0	93600.060512999989	Off	37	Off	5					
7	7	1	14	2776767.88211	8	4	0	93598.1860219	Off	37	Off	5					
7	8	1	14	2461609.54392	8	4	0	93598.233018599989	Off	37	Off	5					
7	9	1	14	1895843.8367	8	4	0	93598.2812723	Off	37	Off	5					
7	10	1	14	2373068.17015	8	4	0	93598.3264855	Off	37	Off	5					
7	11	1	14	2196497.01538	8	4	0	93597.7485125	Off	37	Off	5					
2	2	1	15	1713682.4204	8	4	0	100800.5106386	Off	37	Off	5					
2	3	1	15	1418364.42337	8	4	0	100800.5476006	Off	37	Off	5					
2	4	1	15	2074429.83579	8	4	0	100800.9038626	Off	37	Off	5					
2	5	1	15	166240.42024	8	4	0	100800.93510989999	Off	37	Off	5					
2	6	1	15	1418063.48645	8	4	0	100799.9511098	Off	37	Off	5					
2	7	1	15	2528013.42469	8	4	0	100799.87011579999	Off	37	Off	5					
2	8	1	15	1098256.38937	8	4	0	100799.89114519999	Off	37	Off	5					
2	9	1	15	1682637.1946	8	4	0	100800.1383622	Off	37	Off	5					
2	10	1	15	1790472.92398	8	4	0	100799.79485569999	Off	37	Off	5					
2	11	1	15	2289348.95226	8	4	0	100799.6543421	Off	37	Off	5					
3	2	1	15	1616405.27778	8	4	0	100800.4953596	Off	37	Off	5					
3	3	1	15	1501619.33859	8	4	0	100800.4796004	Off	37	Off	5					
3	4	1	15	1356074.7802	8	4	0	100800.83886809999	Off	37	Off	5					
3	5	1	15	140861.406719	8	4	0	100801.3881366	Off	37	Off	5					
3	6	1	15	1472980.17511	8	4	0	100799.8728517	Off	37	Off	5					
3	7	1	15	2429867.8641	8	4	0	100799.93559739999	Off	37	Off	5					
3	8	1	15	1566188.93719	8	4	0	100799.9823623	Off	37	Off	5					
3	9	1	15	1548324.74845	8	4	0	100800.2478682	Off	37	Off	5					
3	10	1	15	1416451.32439	8	4	0	100799.904849	Off	37	Off	5					
3	11	1	15	1717213.41358	8	4	0	100799.63860969999	Off	37	Off	5					
4	2	1	15	1143363.9675	8	4	0	100800.6381084	Off	37	Off	5					
4	3	1	15	2019811.21798	8	4	0	100800.5291091	Off	37	Off	5					
4	4	1	15	1883187.28969	8	4	0	100800.85460739999	Off	37	Off	5					
4	5	1	15	68501.8410107	8	4	0	100801.1228539	Off	37	Off	5					
4	6	1	15	1663787.07919	8	4	0	100799.9041074	Off	37	Off	5					
4	7	1	15	1909461.94881	8	4	0	100799.9823624	Off	37	Off	5					
4	8	1	15	1401411.64359	8	4	0	100799.9198397	Off	37	Off	5					
4	9	1	15	1379582.25269	8	4	0	100799.6391107	Off	37	Off	5					
4	10	1	15	1565981.14741	8	4	0	100799.9511099	Off	37	Off	5					
4	11	1	15	1442704.48801	8	4	0	100799.5916438	Off	37	Off	5					
5	2	1	15	1829699.33488	8	4	0	100800.21661419999	Off	37	Off	5					
5	3	1	15	2245102.62694	8	4	0	100800.53161379999	Off	37	Off	5					
5	4	1	15	1786956.26113	8	4	0	100800.8883558	Off	37	Off	5					
5	5	1	15	1828664.6851	8	4	0	100801.0908656	Off	37	Off	5					
5	6	1	15	2477408.73217	8	4	0	100800.3258524	Off	37	Off	5					
5	7	1	15	2762851.69915	8	4	0	100799.6385932	Off	37	Off	5					
5	8	1	15	2128770.4452	8	4	0	100799.71610979999	Off	37	Off	5					
5	9	1	15	1985646.27945	8	4	0	100799.70111129999	Off	37	Off	5					
5	10	1	15	1888372.0029	8	4	0	100799.9368553	Off	37	Off	5					
5	11	1	15	1487346.33042	8	4	0	100799.6856079	Off	37	Off	5					
6	2	1	15	2168100.03447	8	4	0	100800.3258623	Off	37	Off	5					
6	3	1	15	1933352.04109	8	4	0	100800.4196103	Off	37	Off	5					
6	4	1	15	2067797.7593	8	4	0	100800.8570986	Off	37	Off	5					
6	5	1	15	1318322.9602	8	4	0	100801.0913594	Off	37	Off	5					
6	6	1	15	2313542.84753	8	4	0	100800.2946139	Off	37	Off	5					
6	7	1	15	2365157.82827	8	4	0	100799.6231098	Off	37	Off	5					
6	8	1	15	1421565.81898	8	4	0	100799.68561449999	Off	37	Off	5					
6	9	1	15	1982642.64239	8	4	0	100799.65486109999	Off	37	Off	5					
6	10	1	15	1656233.56252	8	4	0	100799.9663662	Off	37	Off	5					
6	11	1	15	1863259.53351	8	4	0	100799.6853538	Off	37	Off	5					
7	2	1	15	3051193.69178	8	4	0	100800.4641191	Off	37	Off	5					
7	3	1	15	2724265.85397	8	4	0	100800.4641043	Off	37	Off	5					
7	4	1	15	1824250.94361	8	4	0	100800.60710309999	Off	37	Off	5					
7	5	1	15	1768291.00697	8	4	0	100801.15409659999	Off	37	Off	5					
7	6	1	15	2398239.39389	8	4	0	100801.59110929999	Off	37	Off	5					
7	7	1	15	2727981.70841	8	4	0	100799.6808945	Off	37	Off	5					
7	8	1	15	2407908.0672	8	4	0	100799.74811049999	Off	37	Off	5					
7	9	1	15	1844730.41748	8	4	0	100799.7948655	Off	37	Off	5					
7	10	1	15	2298604.91207	8	4	0	100799.997857	Off	37	Off	5					
7	11	1	15	2040264.89726	8	4	0	100799.79461689999	Off	37	Off	5					
2	2	1	16	1583156.0473	8	4	0	108000.1512365	Off	37	Off	5					
2	3	1	16	1359397.9836	8	4	0	108000.1386966	Off	37	Off	5					
2	4	1	16	2001445.46771	8	4	0	107999.9977126	Off	37	Off	5					
2	5	1	16	127074.19672	8	4	0	108000.06020759999	Off	37	Off	5					
2	6	1	16	1331354.96183	8	4	0	107998.6697059	Off	37	Off	5					
2	7	1	16	2369141.65987	8	4	0	107998.5892065	Off	37	Off	5					
2	8	1	16	1040178.43003	8	4	0	107998.8104622	Off	37	Off	5					
2	9	1	16	1568122.09864	8	4	0	107998.7792064	Off	37	Off	5					
2	10	1	16	1739871.09753	8	4	0	107998.13918659999	Off	37	Off	5					
2	11	1	16	2286399.77045	8	4	0	107998.0139588	Off	37	Off	5					
3	2	1	16	1556227.92516	8	4	0	108000.1827068	Off	37	Off	5					
3	3	1	16	1417219.43005	8	4	0	108000.08895199999	Off	37	Off	5					
3	4	1	16	1280303.16304	8	4	0	108000.05770789999	Off	37	Off	5					
3	5	1	16	148463.646512	8	4	0	108000.09148219999	Off	37	Off	5					
3	6	1	16	1396275.6535	8	4	0	107998.66970109999	Off	37	Off	5					
3	7	1	16	2275252.20714	8	4	0	107999.12294249999	Off	37	Off	5					
3	8	1	16	1448876.56092	8	4	0	107998.8574639	Off	37	Off	5					
3	9	1	16	1455206.26745	8	4	0	107998.888714	Off	37	Off	5					
3	10	1	16	1320584.28619	8	4	0	107998.2639541	Off	37	Off	5					
3	11	1	16	1616925.46874	8	4	0	107998.01373739999	Off	37	Off	5					
4	2	1	16	1091069.72914	8	4	0	108000.2814576	Off	37	Off	5					
4	3	1	16	1899883.55658	8	4	0	108000.15395729999	Off	37	Off	5					
4	4	1	16	1810655.76003	8	4	0	108000.135958	Off	37	Off	5					
4	5	1	16	68933.1839283	8	4	0	108000.10720819999	Off	37	Off	5					
4	6	1	16	1525433.48013	8	4	0	107998.732456	Off	37	Off	5					
4	7	1	16	1667828.23211	8	4	0	107999.1074598	Off	37	Off	5					
4	8	1	16	1352800.29991	8	4	0	107998.84195819999	Off	37	Off	5					
4	9	1	16	1280791.82727	8	4	0	107998.3574382	Off	37	Off	5					
4	10	1	16	1484309.7336	8	4	0	107998.3262117	Off	37	Off	5					
4	11	1	16	1393633.14075	8	4	0	107997.9982453	Off	37	Off	5					
5	2	1	16	1766175.85034	8	4	0	108000.2789558	Off	37	Off	5					
5	3	1	16	2194172.63594	8	4	0	108000.16970849999	Off	37	Off	5					
5	4	1	16	1730137.93775	8	4	0	108000.1864682	Off	37	Off	5					
5	5	1	16	1783767.76282	8	4	0	108000.14021679999	Off	37	Off	5					
5	6	1	16	2437682.19277	8	4	0	107999.18519579999	Off	37	Off	5					
5	7	1	16	2716483.05203	8	4	0	107998.8104318	Off	37	Off	5					
5	8	1	16	2030316.78253	8	4	0	107998.8099603	Off	37	Off	5					
5	9	1	16	1903934.74072	8	4	0	107998.3889615	Off	37	Off	5					
5	10	1	16	1827870.78484	8	4	0	107998.3262019	Off	37	Off	5					
5	11	1	16	1351041.96848	8	4	0	107997.9519687	Off	37	Off	5					
6	2	1	16	2083724.48749	8	4	0	108000.3414663	Off	37	Off	5					
6	3	1	16	1854166.93945	8	4	0	108000.1409608	Off	37	Off	5					
6	4	1	16	2020192.40475	8	4	0	108000.1694482	Off	37	Off	5					
6	5	1	16	1205831.30676	8	4	0	108000.31295149999	Off	37	Off	5					
6	6	1	16	2244192.65101	8	4	0	107999.12550339999	Off	37	Off	5					
6	7	1	16	2342978.77733	8	4	0	107998.79495869999	Off	37	Off	5					
6	8	1	16	1334701.09377	8	4	0	107998.84171159999	Off	37	Off	5					
6	9	1	16	1925898.83673	8	4	0	107998.37318519999	Off	37	Off	5					
6	10	1	16	1569046.40489	8	4	0	107998.4364664	Off	37	Off	5					
6	11	1	16	1643326.23475	8	4	0	107998.0137018	Off	37	Off	5					
7	2	1	16	2983745.12998	8	4	0	108000.4644646	Off	37	Off	5					
7	3	1	16	2710841.20131	8	4	0	108000.1672006	Off	37	Off	5					
7	4	1	16	1757230.85867	8	4	0	108000.1539619	Off	37	Off	5					
7	5	1	16	1692926.37117	8	4	0	108000.37271509999	Off	37	Off	5					
7	6	1	16	2372133.83267	8	4	0	108000.29445019999	Off	37	Off	5					
7	7	1	16	2706074.93372	8	4	0	107998.87295569999	Off	37	Off	5					
7	8	1	16	2363578.62597	8	4	0	107998.90420979999	Off	37	Off	5					
7	9	1	16	1796719.5146	8	4	0	107998.4527158	Off	37	Off	5					
7	10	1	16	2188153.89756	8	4	0	107998.46695389999	Off	37	Off	5					
7	11	1	16	1885087.49138	8	4	0	107998.18570999999	Off	37	Off	5					
2	2	1	17	1492995.34631	8	4	0	115200.2760742	Off	37	Off	5					
2	3	1	17	1294333.98864	8	4	0	115200.3415403	Off	37	Off	5					
2	4	1	17	1898440.4924	8	4	0	115200.01330569999	Off	37	Off	5					
2	5	1	17	129865.744904	8	4	0	115200.04430729999	Off	37	Off	5					
2	6	1	17	1220207.4933	8	4	0	115198.1073011	Off	37	Off	5					
2	7	1	17	2202275.00423	8	4	0	115198.08906109999	Off	37	Off	5					
2	8	1	17	1009581.74354	8	4	0	115198.34156219999	Off	37	Off	5					
2	9	1	17	1454644.51853	8	4	0	115198.3260545	Off	37	Off	5					
2	10	1	17	1677796.4093	8	4	0	115197.40429739999	Off	37	Off	5					
2	11	1	17	2196707.67123	8	4	0	115197.764306	Off	37	Off	5					
3	2	1	17	1486436.3545	8	4	0	115200.2450553	Off	37	Off	5					
3	3	1	17	1296751.51522	8	4	0	115200.2607991	Off	37	Off	5					
3	4	1	17	1182961.53393	8	4	0	115199.99505829999	Off	37	Off	5					
3	5	1	17	155259.088754	8	4	0	115200.0443314	Off	37	Off	5					
3	6	1	17	1272527.52626	8	4	0	115198.0758007	Off	37	Off	5					
3	7	1	17	2130233.57184	8	4	0	115198.0917847	Off	37	Off	5					
3	8	1	17	1352191.2609	8	4	0	115198.4198393	Off	37	Off	5					
3	9	1	17	1371082.93427	8	4	0	115198.4513029	Off	37	Off	5					
3	10	1	17	1241465.10406	8	4	0	115197.5607964	Off	37	Off	5					
3	11	1	17	1576817.74257	8	4	0	115197.7635625	Off	37	Off	5					
4	2	1	17	1002621.50251	8	4	0	115200.3252736	Off	37	Off	5					
4	3	1	17	1813388.55386	8	4	0	115200.24730979999	Off	37	Off	5					
4	4	1	17	1730339.99539	8	4	0	115200.04180139999	Off	37	Off	5					
4	5	1	17	37589.8872757	8	4	0	115199.73455359999	Off	37	Off	5					
4	6	1	17	1446851.68536	8	4	0	115198.0293002	Off	37	Off	5					
4	7	1	17	1447346.08173	8	4	0	115198.2485545	Off	37	Off	5					
4	8	1	17	1287336.48875	8	4	0	115197.9357763	Off	37	Off	5					
4	9	1	17	1207374.68325	8	4	0	115197.8575513	Off	37	Off	5					
4	10	1	17	1373771.30408	8	4	0	115197.6545559	Off	37	Off	5					
4	11	1	17	1302328.87946	8	4	0	115197.73284079999	Off	37	Off	5					
5	2	1	17	1674445.97826	8	4	0	115200.3740575	Off	37	Off	5					
5	3	1	17	2132907.61132	8	4	0	115200.24755839999	Off	37	Off	5					
5	4	1	17	1582201.64736	8	4	0	115200.1552956	Off	37	Off	5					
5	5	1	17	1674666.66534	8	4	0	115199.7628079	Off	37	Off	5					
5	6	1	17	2366939.08823	8	4	0	115198.5135511	Off	37	Off	5					
5	7	1	17	2703840.83536	8	4	0	115197.9355314	Off	37	Off	5					
5	8	1	17	1991259.46951	8	4	0	115197.935059	Off	37	Off	5					
5	9	1	17	1813649.36586	8	4	0	115197.82630449999	Off	37	Off	5					
5	10	1	17	1743614.17959	8	4	0	115197.65429569999	Off	37	Off	5					
5	11	1	17	1243703.50153	8	4	0	115197.54506399999	Off	37	Off	5					
6	2	1	17	2019730.96814	8	4	0	115200.3543099	Off	37	Off	5					
6	3	1	17	1766906.69714	8	4	0	115200.2033076	Off	37	Off	5					
6	4	1	17	1969514.62755	8	4	0	115200.153803	Off	37	Off	5					
6	5	1	17	1087541.60202	8	4	0	115199.8438013	Off	37	Off	5					
6	6	1	17	2198759.77441	8	4	0	115198.56030659999	Off	37	Off	5					
6	7	1	17	2306201.41973	8	4	0	115197.9355566	Off	37	Off	5					
6	8	1	17	1218228.4748	8	4	0	115197.951808	Off	37	Off	5					
6	9	1	17	1845335.15739	8	4	0	115197.8420602	Off	37	Off	5					
6	10	1	17	1413545.13357	8	4	0	115197.7632852	Off	37	Off	5					
6	11	1	17	1475512.34433	8	4	0	115197.59329779999	Off	37	Off	5					
7	2	1	17	2940517.69109	8	4	0	115200.4638133	Off	37	Off	5					
7	3	1	17	2609709.20006	8	4	0	115200.20105179999	Off	37	Off	5					
7	4	1	17	1649112.8218	8	4	0	115200.1700344	Off	37	Off	5					
7	5	1	17	1593822.11154	8	4	0	115199.8728098	Off	37	Off	5					
7	6	1	17	2331842.67828	8	4	0	115199.81002749999	Off	37	Off	5					
7	7	1	17	2686244.62378	8	4	0	115197.9198108	Off	37	Off	5					
7	8	1	17	2328724.39859	8	4	0	115197.9355565	Off	37	Off	5					
7	9	1	17	1713202.35436	8	4	0	115197.8263125	Off	37	Off	5					
7	10	1	17	2071301.52486	8	4	0	115197.79504849999	Off	37	Off	5					
7	11	1	17	1765029.42398	8	4	0	115197.4675511	Off	37	Off	5					
2	2	1	18	1471840.91392	8	4	0	122400.24467409999	Off	37	Off	5					
2	3	1	18	1224965.16269	8	4	0	122400.1851338	Off	37	Off	5					
2	4	1	18	1822783.51787	8	4	0	122399.84115889999	Off	37	Off	5					
2	5	1	18	74292.7271562	8	4	0	122399.8724008	Off	37	Off	5					
2	6	1	18	1139443.18935	8	4	0	122399.1851468	Off	37	Off	5					
2	7	1	18	2051783.6161	8	4	0	122399.10440689999	Off	37	Off	5					
2	8	1	18	924859.402589	8	4	0	122398.966409	Off	37	Off	5					
2	9	1	18	1346020.62103	8	4	0	122398.88815039999	Off	37	Off	5					
2	10	1	18	1598837.72686	8	4	0	122398.6851455	Off	37	Off	5					
2	11	1	18	2135353.79857	8	4	0	122398.57865669999	Off	37	Off	5					
3	2	1	18	1428564.7519	8	4	0	122400.1981501	Off	37	Off	5					
3	3	1	18	1176338.05565	8	4	0	122400.05738459999	Off	37	Off	5					
3	4	1	18	1071826.9627	8	4	0	122399.8386546	Off	37	Off	5					
3	5	1	18	108341.590016	8	4	0	122399.8411749	Off	37	Off	5					
3	6	1	18	1171394.09197	8	4	0	122399.1536472	Off	37	Off	5					
3	7	1	18	1994374.88314	8	4	0	122399.15387899999	Off	37	Off	5					
3	8	1	18	1273665.35442	8	4	0	122399.04465319999	Off	37	Off	5					
3	9	1	18	1273744.17123	8	4	0	122398.98215319999	Off	37	Off	5					
3	10	1	18	1139421.69386	8	4	0	122398.8103933	Off	37	Off	5					
3	11	1	18	1494027.13003	8	4	0	122398.59140379999	Off	37	Off	5					
4	2	1	18	951556.806422	8	4	0	122400.26289689999	Off	37	Off	5					
4	3	1	18	1714523.61074	8	4	0	122400.05990349999	Off	37	Off	5					
4	4	1	18	1645762.39076	8	4	0	122399.9328977	Off	37	Off	5					
4	5	1	18	50133.2246751	8	4	0	122399.6698894	Off	37	Off	5					
4	6	1	18	1377541.61377	8	4	0	122399.2318979	Off	37	Off	5					
4	7	1	18	1249927.16362	8	4	0	122399.1384115	Off	37	Off	5					
4	8	1	18	1209709.09392	8	4	0	122399.02916169999	Off	37	Off	5					
4	9	1	18	1099808.36406	8	4	0	122398.38839749999	Off	37	Off	5					
4	10	1	18	1294008.69016	8	4	0	122398.77889989999	Off	37	Off	5					
4	11	1	18	1195967.74098	8	4	0	122398.5291894	Off	37	Off	5					
5	2	1	18	1594759.31509	8	4	0	122400.2628997	Off	37	Off	5					
5	3	1	18	2052709.35538	8	4	0	122399.9506533	Off	37	Off	5					
5	4	1	18	1428500.26542	8	4	0	122399.9819055	Off	37	Off	5					
