Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	4338fd89-4afd-41e6-b172-9189337d3477
Plate Name	251121_Scratch_48h_Gamme_prot
Measurement	Measurement 1
Evaluation	Evaluation2

[Data]
Row	Column	Plane	Timepoint	wound - Region Area [µm²] - Sum per Well	Number of Analyzed Fields	Global Image Binning	Height [µm]	Time [s]	Temperature	Target Temperature	CO2	Target CO2	Compound	Concentration	Cell Type	Cell Count	
2	3	1	6	3145035.6179	8	4	0	35999.7267057	Off	37	Off	5					
2	4	1	6	3025448.63007	8	4	0	36000.5547066	Off	37	Off	5					
2	5	1	6	2959140.6894	8	4	0	36000.7894568	Off	37	Off	5					
2	6	1	6	2664610.03591	8	4	0	36000.3384563	Off	37	Off	5					
2	7	1	6	2906840.27792	8	4	0	36000.1327122	Off	37	Off	5					
2	8	1	6	2432401.13792	8	4	0	36002.0701967	Off	37	Off	5					
2	9	1	6	2620759.13339	8	4	0	36002.1637038	Off	37	Off	5					
3	1	1	6	3564171.09548	8	4	0	36001.0077003	Off	37	Off	5					
3	2	1	6	2785116.91263	8	4	0	35999.8672066	Off	37	Off	5					
3	3	1	6	2910634.46136	8	4	0	35999.742203	Off	37	Off	5					
3	4	1	6	3750533.13267	8	4	0	36000.6017013	Off	37	Off	5					
3	5	1	6	3290266.29945	8	4	0	36000.664210999996	Off	37	Off	5					
3	6	1	6	2791801.15196	8	4	0	36000.292194199996	Off	37	Off	5					
3	7	1	6	3772766.64641	8	4	0	36000.101718	Off	37	Off	5					
3	8	1	6	1676269.66905	7	4	0	36000.0704598	Off	37	Off	5					
3	9	1	6	3010406.58411	8	4	0	36002.0074328	Off	37	Off	5					
4	1	1	6	5540828.90363	8	4	0	36001.148454999995	Off	37	Off	5					
4	2	1	6	4942260.64532	8	4	0	35999.976706	Off	37	Off	5					
4	3	1	6	4365024.63891	8	4	0	35999.8204544	Off	37	Off	5					
4	4	1	6	3205885.83776	8	4	0	36000.5391779	Off	37	Off	5					
4	5	1	6	2922210.44624	8	4	0	36000.616960399995	Off	37	Off	5					
4	6	1	6	3003871.36105	8	4	0	36000.257688699996	Off	37	Off	5					
4	7	1	6	3555178.53685	8	4	0	36000.0549559	Off	37	Off	5					
4	8	1	6	2640486.5947	8	4	0	36000.1472297	Off	37	Off	5					
4	9	1	6	1999879.98751	8	4	0	36001.9294541	Off	37	Off	5					
5	1	1	6	3541595.1309	8	4	0	36001.445208	Off	37	Off	5					
5	2	1	6	2806068.02676	8	4	0	36000.2892068	Off	37	Off	5					
5	3	1	6	2690002.9811	8	4	0	35999.8359537	Off	37	Off	5					
5	4	1	6	3261749.74404	8	4	0	36000.6797294	Off	37	Off	5					
5	5	1	6	2528175.61272	8	4	0	36000.6797087	Off	37	Off	5					
5	6	1	6	2755706.2596	8	4	0	36000.3362181	Off	37	Off	5					
5	7	1	6	3571308.115	8	4	0	36000.070203999996	Off	37	Off	5					
5	8	1	6	2178246.72879	8	4	0	36000.1489533	Off	37	Off	5					
6	1	1	6	3237150.59704	8	4	0	36001.7104633	Off	37	Off	5					
6	2	1	6	2721241.94911	8	4	0	36001.960457	Off	37	Off	5					
6	3	1	6	2929311.64455	8	4	0	35999.8204586	Off	37	Off	5					
6	4	1	6	3314892.67057	8	4	0	36000.6951798	Off	37	Off	5					
6	5	1	6	3253293.07083	8	4	0	36000.6637063	Off	37	Off	5					
6	6	1	6	2955352.23736	8	4	0	36000.3044527	Off	37	Off	5					
6	7	1	6	3667713.04324	8	4	0	36000.1016894	Off	37	Off	5					
6	8	1	6	2281120.96903	8	4	0	36000.1644321	Off	37	Off	5					
7	1	1	6	2857050.21741	8	4	0	36002.1481985	Off	37	Off	5					
7	2	1	6	3239126.49544	8	4	0	36002.0231939	Off	37	Off	5					
7	3	1	6	3117288.50225	8	4	0	35999.992204199996	Off	37	Off	5					
7	4	1	6	4101161.24678	8	4	0	36000.6954637	Off	37	Off	5					
7	5	1	6	3597550.73949	8	4	0	36000.6954551	Off	37	Off	5					
7	6	1	6	4185345.4082	8	4	0	36000.304705099996	Off	37	Off	5					
7	7	1	6	3247156.17972	8	4	0	36000.1017088	Off	37	Off	5					
7	8	1	6	3031127.00959	8	4	0	36000.1329576	Off	37	Off	5					
8	1	1	6	3515020.08551	8	4	0	36002.2419849	Off	37	Off	5					
8	2	1	6	2922272.05874	8	4	0	36001.8527063	Off	37	Off	5					
8	3	1	6	3506402.93324	8	4	0	36000.181458	Off	37	Off	5					
8	4	1	6	4005571.60947	8	4	0	36000.3812091	Off	37	Off	5					
8	5	1	6	3778760.25264	8	4	0	36000.695216299995	Off	37	Off	5					
8	6	1	6	3961001.41688	8	4	0	36000.3829634	Off	37	Off	5					
1	1	1	7	3478488.17429	8	4	0	43200.543795599995	Off	37	Off	5					
1	2	1	7	2891568.97616	8	4	0	43199.2940455	Off	37	Off	5					
1	3	1	7	2938470.41363	8	4	0	43199.2317898	Off	37	Off	5					
1	4	1	7	3216921.63868	8	4	0	43200.184050899996	Off	37	Off	5					
1	5	1	7	3283359.96858	8	4	0	43200.1845699	Off	37	Off	5					
1	6	1	7	3058065.99856	8	4	0	43202.7780271	Off	37	Off	5					
1	7	1	7	3279760.65257	8	4	0	43202.5903024	Off	37	Off	5					
1	8	1	7	3218231.26242	8	4	0	43202.9182991	Off	37	Off	5					
1	9	1	7	2721039.91744	8	4	0	43202.777555	Off	37	Off	5					
2	1	1	7	3024011.4828	8	4	0	43200.606299	Off	37	Off	5					
2	2	1	7	2473705.86825	8	4	0	43199.324800999995	Off	37	Off	5					
2	3	1	7	3084522.1175	8	4	0	43199.153309299996	Off	37	Off	5					
2	4	1	7	2881086.25485	8	4	0	43200.2783382	Off	37	Off	5					
2	5	1	7	2700095.96755	8	4	0	43200.1068064	Off	37	Off	5					
2	6	1	7	2408085.69498	8	4	0	43202.949298499996	Off	37	Off	5					
2	7	1	7	2816785.73526	8	4	0	43202.6995467	Off	37	Off	5					
2	8	1	7	2302009.03782	8	4	0	43202.824537	Off	37	Off	5					
2	9	1	7	2462645.70891	8	4	0	43202.6840188	Off	37	Off	5					
3	1	1	7	3401737.63208	8	4	0	43200.747046899996	Off	37	Off	5					
3	2	1	7	2581549.2279	8	4	0	43199.4033077	Off	37	Off	5					
3	3	1	7	2703981.85331	8	4	0	43199.5750407	Off	37	Off	5					
3	4	1	7	3544225.84116	8	4	0	43199.8877716	Off	37	Off	5					
3	5	1	7	2925028.8597	8	4	0	43199.9970502	Off	37	Off	5					
3	6	1	7	2605042.21567	8	4	0	43203.0435259	Off	37	Off	5					
3	7	1	7	3664417.49116	8	4	0	43202.8090618	Off	37	Off	5					
3	8	1	7	1537423.76144	8	4	0	43202.840045799996	Off	37	Off	5					
3	9	1	7	2741298.96563	8	4	0	43202.5590398	Off	37	Off	5					
4	1	1	7	5445875.45116	8	4	0	43200.7313146	Off	37	Off	5					
4	2	1	7	4683938.07923	8	4	0	43199.4503049	Off	37	Off	5					
4	3	1	7	4106929.89576	8	4	0	43199.3878	Off	37	Off	5					
4	4	1	7	3078244.80722	8	4	0	43199.8410505	Off	37	Off	5					
4	5	1	7	2579894.28762	8	4	0	43199.872050499995	Off	37	Off	5					
4	6	1	7	2678972.91158	8	4	0	43203.121037	Off	37	Off	5					
4	7	1	7	3373850.09726	8	4	0	43202.8105442	Off	37	Off	5					
4	8	1	7	2519170.15845	8	4	0	43202.963565599995	Off	37	Off	5					
4	9	1	7	1823032.06589	8	4	0	43202.543539599996	Off	37	Off	5					
5	1	1	7	3449659.25785	8	4	0	43200.9343023	Off	37	Off	5					
5	2	1	7	2679591.90223	8	4	0	43199.8410512	Off	37	Off	5					
5	3	1	7	2558741.14182	8	4	0	43199.3408028	Off	37	Off	5					
5	4	1	7	3037417.21551	8	4	0	43199.4660463	Off	37	Off	5					
5	5	1	7	2362028.20541	8	4	0	43199.7940569	Off	37	Off	5					
5	6	1	7	2540827.667	8	4	0	43203.1215447	Off	37	Off	5					
5	7	1	7	3166479.63199	8	4	0	43202.996288099996	Off	37	Off	5					
5	8	1	7	1922695.29214	8	4	0	43202.8560674	Off	37	Off	5					
6	1	1	7	3150527.72709	8	4	0	43201.2465447	Off	37	Off	5					
6	2	1	7	2574042.5334	8	4	0	43201.7620448	Off	37	Off	5					
6	3	1	7	2747670.84393	8	4	0	43199.325793899996	Off	37	Off	5					
6	4	1	7	3184970.54485	8	4	0	43199.497047	Off	37	Off	5					
6	5	1	7	3011443.96659	8	4	0	43200.074802099996	Off	37	Off	5					
6	6	1	7	2821604.40553	8	4	0	43203.0587854	Off	37	Off	5					
6	7	1	7	3310012.3878	8	4	0	43202.980799599994	Off	37	Off	5					
6	8	1	7	2107396.65765	8	4	0	43202.919510399995	Off	37	Off	5					
7	1	1	7	2884748.61621	8	4	0	43201.3562878	Off	37	Off	5					
7	2	1	7	3076002.39895	8	4	0	43201.8090563	Off	37	Off	5					
7	3	1	7	3010601.45153	8	4	0	43199.2625519	Off	37	Off	5					
7	4	1	7	3928984.41202	8	4	0	43199.231794	Off	37	Off	5					
7	5	1	7	3417706.73118	8	4	0	43202.5277984	Off	37	Off	5					
7	6	1	7	3950815.29526	8	4	0	43202.6215533	Off	37	Off	5					
7	7	1	7	2889531.46527	8	4	0	43202.9338003	Off	37	Off	5					
7	8	1	7	2941470.79887	8	4	0	43202.918299599994	Off	37	Off	5					
8	1	1	7	3498671.2815	8	4	0	43201.637581099996	Off	37	Off	5					
8	2	1	7	2906355.97505	8	4	0	43201.8888006	Off	37	Off	5					
8	3	1	7	3323918.18472	8	4	0	43199.2333039	Off	37	Off	5					
8	4	1	7	3849620.35372	8	4	0	43199.2625483	Off	37	Off	5					
8	5	1	7	3695232.33594	8	4	0	43202.747548	Off	37	Off	5					
8	6	1	7	3792608.73562	8	4	0	43202.685298	Off	37	Off	5					
1	1	1	8	3339122.14259	8	4	0	50400.061908899996	Off	37	Off	5					
1	2	1	8	2786928.03343	8	4	0	50398.6901392	Off	37	Off	5					
1	3	1	8	2819834.83735	8	4	0	50398.658631499995	Off	37	Off	5					
1	4	1	8	3234623.05188	8	4	0	50398.970141499994	Off	37	Off	5					
1	5	1	8	3238748.22338	8	4	0	50399.7206568	Off	37	Off	5					
1	6	1	8	2906343.07941	8	4	0	50399.2366283	Off	37	Off	5					
1	7	1	8	3220760.24042	8	4	0	50399.0176477	Off	37	Off	5					
1	8	1	8	3131178.53784	8	4	0	50401.407660699995	Off	37	Off	5					
1	9	1	8	2637206.80396	8	4	0	50401.251369699996	Off	37	Off	5					
2	1	1	8	3014116.22947	8	4	0	50399.5489014	Off	37	Off	5					
2	2	1	8	2231146.07104	8	4	0	50398.6891413	Off	37	Off	5					
2	3	1	8	2965608.56857	8	4	0	50398.5646385	Off	37	Off	5					
2	4	1	8	2842072.64964	8	4	0	50398.6893935	Off	37	Off	5					
2	5	1	8	2482999.32512	8	4	0	50399.6581173	Off	37	Off	5					
2	6	1	8	2163571.4921	8	4	0	50399.423639299996	Off	37	Off	5					
2	7	1	8	2729025.18341	8	4	0	50399.0338932	Off	37	Off	5					
2	8	1	8	2056216.73387	8	4	0	50401.423382099994	Off	37	Off	5					
2	9	1	8	2312298.32455	8	4	0	50401.2358857	Off	37	Off	5					
3	1	1	8	3293281.01318	8	4	0	50399.533138599996	Off	37	Off	5					
3	2	1	8	2527731.42961	8	4	0	50398.7676191	Off	37	Off	5					
3	3	1	8	2495430.72069	8	4	0	50398.626883599994	Off	37	Off	5					
3	4	1	8	3331227.14609	8	4	0	50398.580368799994	Off	37	Off	5					
3	5	1	8	2639091.00004	8	4	0	50399.5643949	Off	37	Off	5					
3	6	1	8	2412354.15134	8	4	0	50399.5333742	Off	37	Off	5					
3	7	1	8	3590956.76964	8	4	0	50398.9708987	Off	37	Off	5					
3	8	1	8	1231427.45241	7	4	0	50399.0488871	Off	37	Off	5					
3	9	1	8	2570529.18832	8	4	0	50401.1108543	Off	37	Off	5					
4	1	1	8	5330478.11301	8	4	0	50399.1431416	Off	37	Off	5					
4	2	1	8	4359177.18324	8	4	0	50398.6738918	Off	37	Off	5					
4	3	1	8	3873388.44845	8	4	0	50398.4558843	Off	37	Off	5					
4	4	1	8	2917450.52276	8	4	0	50398.564637899995	Off	37	Off	5					
4	5	1	8	2289149.22047	8	4	0	50399.470644099994	Off	37	Off	5					
4	6	1	8	2391777.01074	8	4	0	50399.54863	Off	37	Off	5					
4	7	1	8	3158067.3771	8	4	0	50398.9866348	Off	37	Off	5					
4	8	1	8	2382153.99867	8	4	0	50399.0941658	Off	37	Off	5					
4	9	1	8	1703936.54517	8	4	0	50401.1108815	Off	37	Off	5					
5	1	1	8	3495160.80211	8	4	0	50399.486399099995	Off	37	Off	5					
5	2	1	8	2476668.99943	8	4	0	50399.0801365	Off	37	Off	5					
5	3	1	8	2429602.78435	8	4	0	50398.3771439	Off	37	Off	5					
5	4	1	8	2773622.60012	8	4	0	50398.689662699995	Off	37	Off	5					
5	5	1	8	2132229.35898	8	4	0	50399.408144199995	Off	37	Off	5					
5	6	1	8	2398345.18931	8	4	0	50399.658141299995	Off	37	Off	5					
5	7	1	8	2826100.68485	8	4	0	50398.923641	Off	37	Off	5					
5	8	1	8	1725307.48398	8	4	0	50399.0336403	Off	37	Off	5					
6	1	1	8	3073957.72382	8	4	0	50399.7053943	Off	37	Off	5					
6	2	1	8	2439883.47399	8	4	0	50400.8921373	Off	37	Off	5					
6	3	1	8	2564433.84982	8	4	0	50398.8926505	Off	37	Off	5					
6	4	1	8	2982711.05101	8	4	0	50398.673888	Off	37	Off	5					
6	5	1	8	2897774.64401	8	4	0	50399.4233902	Off	37	Off	5					
6	6	1	8	2602412.93825	8	4	0	50399.704883399994	Off	37	Off	5					
6	7	1	8	2975495.22481	8	4	0	50398.9551422	Off	37	Off	5					
6	8	1	8	1980288.64683	8	4	0	50398.955361399996	Off	37	Off	5					
7	1	1	8	2841022.37152	8	4	0	50400.2986433	Off	37	Off	5					
7	2	1	8	2959533.28996	8	4	0	50400.954622599995	Off	37	Off	5					
7	3	1	8	2914325.47968	8	4	0	50398.7518877	Off	37	Off	5					
7	4	1	8	3728142.00557	8	4	0	50398.674146699996	Off	37	Off	5					
7	5	1	8	3240092.23549	8	4	0	50399.470644099994	Off	37	Off	5					
7	6	1	8	3762815.51198	8	4	0	50399.7676383	Off	37	Off	5					
7	7	1	8	2576742.02041	8	4	0	50398.8926103	Off	37	Off	5					
7	8	1	8	2870395.77048	8	4	0	50398.908396599996	Off	37	Off	5					
8	1	1	8	3573394.34276	8	4	0	50400.7361428	Off	37	Off	5					
8	2	1	8	2748137.95261	8	4	0	50401.0501459	Off	37	Off	5					
8	3	1	8	3241417.62056	8	4	0	50398.8301427	Off	37	Off	5					
8	4	1	8	3772599.00311	8	4	0	50398.8596522	Off	37	Off	5					
8	5	1	8	3632440.60606	8	4	0	50399.470396599994	Off	37	Off	5					
8	6	1	8	3746029.68911	8	4	0	50399.7843957	Off	37	Off	5					
1	1	1	9	3411238.85201	8	4	0	57600.2877446	Off	37	Off	5					
1	2	1	9	2738380.25276	8	4	0	57602.255741199995	Off	37	Off	5					
1	3	1	9	2777683.29342	8	4	0	57602.1157266	Off	37	Off	5					
1	4	1	9	3211419.49955	8	4	0	57606.8167222	Off	37	Off	5					
1	5	1	9	3075303.16877	8	4	0	57606.8954618	Off	37	Off	5					
1	6	1	9	2870864.31201	8	4	0	57607.8642048	Off	37	Off	5					
1	7	1	9	3195186.75629	8	4	0	57607.6452313	Off	37	Off	5					
1	8	1	9	3010919.54395	8	4	0	57608.988719999994	Off	37	Off	5					
1	9	1	9	2645700.73123	8	4	0	57608.9434967	Off	37	Off	5					
2	1	1	9	2936139.16875	8	4	0	57600.647005	Off	37	Off	5					
2	2	1	9	2168453.20772	8	4	0	57602.2867345	Off	37	Off	5					
2	3	1	9	2867064.39718	8	4	0	57601.990484899994	Off	37	Off	5					
2	4	1	9	2690164.89301	8	4	0	57606.770474599994	Off	37	Off	5					
2	5	1	9	2404483.51327	8	4	0	57606.957977699996	Off	37	Off	5					
2	6	1	9	2000838.56331	8	4	0	57607.9732216	Off	37	Off	5					
2	7	1	9	2593471.96218	8	4	0	57607.7392234	Off	37	Off	5					
2	8	1	9	2002396.06988	8	4	0	57608.941959899996	Off	37	Off	5					
2	9	1	9	2298969.96566	8	4	0	57608.9572328	Off	37	Off	5					
3	1	1	9	3198508.09965	8	4	0	57601.1624763	Off	37	Off	5					
3	2	1	9	2341345.03399	8	4	0	57602.3964868	Off	37	Off	5					
3	3	1	9	2325651.04186	8	4	0	57602.0684803	Off	37	Off	5					
3	4	1	9	3049541.98146	8	4	0	57606.739473199996	Off	37	Off	5					
3	5	1	9	2407892.2604	8	4	0	57607.067485199994	Off	37	Off	5					
3	6	1	9	2163161.69736	8	4	0	57607.9734567	Off	37	Off	5					
3	7	1	9	3377545.41413	8	4	0	57607.7079779	Off	37	Off	5					
3	8	1	9	1216094.53815	8	4	0	57607.7702163	Off	37	Off	5					
3	9	1	9	2486465.38619	8	4	0	57608.897464199996	Off	37	Off	5					
4	1	1	9	5145825.46436	8	4	0	57601.521727299994	Off	37	Off	5					
4	2	1	9	4234876.12309	8	4	0	57602.4434816	Off	37	Off	5					
4	3	1	9	3643818.85782	8	4	0	57601.8659716	Off	37	Off	5					
4	4	1	9	2769180.76906	8	4	0	57606.7237251	Off	37	Off	5					
4	5	1	9	1934951.88017	8	4	0	57607.0202315	Off	37	Off	5					
4	6	1	9	2068810.04135	8	4	0	57607.7074665	Off	37	Off	5					
4	7	1	9	3020738.8563	8	4	0	57607.754962299994	Off	37	Off	5					
4	8	1	9	2241703.30048	8	4	0	57607.862499999996	Off	37	Off	5					
4	9	1	9	1648906.55686	8	4	0	57608.9914419	Off	37	Off	5					
5	1	1	9	3431019.32872	8	4	0	57602.0217364	Off	37	Off	5					
5	2	1	9	2295846.35543	8	4	0	57602.8809713	Off	37	Off	5					
5	3	1	9	2393496.42921	8	4	0	57601.849728099995	Off	37	Off	5					
5	4	1	9	2606559.60248	8	4	0	57606.7550031	Off	37	Off	5					
5	5	1	9	1901499.16088	8	4	0	57607.0672229	Off	37	Off	5					
5	6	1	9	2230676.09666	8	4	0	57607.723473699996	Off	37	Off	5					
5	7	1	9	2395644.26946	8	4	0	57607.7544697	Off	37	Off	5					
5	8	1	9	1625041.02841	8	4	0	57607.801982699995	Off	37	Off	5					
6	1	1	9	3024346.7694	8	4	0	57602.615230699994	Off	37	Off	5					
6	2	1	9	2278901.48635	8	4	0	57604.8489708	Off	37	Off	5					
6	3	1	9	2524261.06999	8	4	0	57601.8034776	Off	37	Off	5					
6	4	1	9	2838891.72546	8	4	0	57606.8484758	Off	37	Off	5					
6	5	1	9	2658764.0131	8	4	0	57607.1139766	Off	37	Off	5					
6	6	1	9	2429224.51229	8	4	0	57607.754210499996	Off	37	Off	5					
6	7	1	9	2575601.47282	8	4	0	57607.8014951	Off	37	Off	5					
6	8	1	9	1946095.14474	8	4	0	57607.832945099995	Off	37	Off	5					
7	1	1	9	2835392.70886	8	4	0	57603.4437234	Off	37	Off	5					
7	2	1	9	2855219.03673	8	4	0	57604.9114937	Off	37	Off	5					
7	3	1	9	2861136.70199	8	4	0	57601.6464797	Off	37	Off	5					
7	4	1	9	3113750.79874	7	4	0	57604.2242231	Off	37	Off	5					
7	5	1	9	3156896.73969	8	4	0	57607.2079773	Off	37	Off	5					
7	6	1	9	3598987.88677	8	4	0	57607.8017004	Off	37	Off	5					
7	7	1	9	2220310.86894	8	4	0	57607.7702296	Off	37	Off	5					
7	8	1	9	2829764.47905	8	4	0	57607.8482253	Off	37	Off	5					
8	1	1	9	3587499.30565	8	4	0	57604.411764	Off	37	Off	5					
8	2	1	9	2727911.85994	8	4	0	57605.0067241	Off	37	Off	5					
8	3	1	9	3243582.65499	8	4	0	57601.6309596	Off	37	Off	5					
8	4	1	9	3686583.66101	8	4	0	57601.646226599994	Off	37	Off	5					
8	5	1	9	3484143.62823	8	4	0	57607.5674753	Off	37	Off	5					
8	6	1	9	3655010.83925	8	4	0	57607.8172258	Off	37	Off	5					
1	1	1	10	3437941.42094	8	4	0	64800.4955966	Off	37	Off	5					
1	2	1	10	2599512.85242	8	4	0	64803.9010661	Off	37	Off	5					
1	3	1	10	2718142.69731	8	4	0	64803.9013109	Off	37	Off	5					
1	4	1	10	3181686.45556	8	4	0	64804.2128217	Off	37	Off	5					
1	5	1	10	3039672.51941	8	4	0	64804.1665936	Off	37	Off	5					
1	6	1	10	2736433.01134	8	4	0	64805.338800699996	Off	37	Off	5					
1	7	1	10	3153939.33991	8	4	0	64805.166319699994	Off	37	Off	5					
1	8	1	10	3042725.92005	8	4	0	64805.7598182	Off	37	Off	5					
1	9	1	10	2627483.49248	8	4	0	64805.713045599994	Off	37	Off	5					
2	1	1	10	2940033.65159	8	4	0	64800.8860781	Off	37	Off	5					
2	2	1	10	2014846.09249	8	4	0	64803.8853301	Off	37	Off	5					
2	3	1	10	2779074.58954	8	4	0	64803.8540448	Off	37	Off	5					
2	4	1	10	2579702.28589	8	4	0	64804.2913145	Off	37	Off	5					
2	5	1	10	2302202.4724	8	4	0	64804.2758207	Off	37	Off	5					
2	6	1	10	1826128.452	8	4	0	64805.4315679	Off	37	Off	5					
2	7	1	10	2583311.63184	8	4	0	64805.2755635	Off	37	Off	5					
2	8	1	10	1979960.52447	8	4	0	64805.6038239	Off	37	Off	5					
2	9	1	10	2166491.63781	8	4	0	64805.684315599996	Off	37	Off	5					
3	1	1	10	3139663.86802	8	4	0	64803.229317	Off	37	Off	5					
3	2	1	10	2126843.28061	8	4	0	64803.885317299995	Off	37	Off	5					
3	3	1	10	2203894.72105	8	4	0	64803.9008145	Off	37	Off	5					
3	4	1	10	2795843.21822	8	4	0	64804.3073275	Off	37	Off	5					
3	5	1	10	2132705.06476	8	4	0	64804.541566	Off	37	Off	5					
3	6	1	10	1943305.38827	8	4	0	64805.4475492	Off	37	Off	5					
3	7	1	10	3131212.92621	8	4	0	64805.2600702	Off	37	Off	5					
3	8	1	10	1110313.04783	8	4	0	64805.5410843	Off	37	Off	5					
3	9	1	10	2448365.93847	8	4	0	64805.603795099996	Off	37	Off	5					
4	1	1	10	5014477.65415	8	4	0	64803.479313699994	Off	37	Off	5					
4	2	1	10	4039980.03887	8	4	0	64803.916570099995	Off	37	Off	5					
4	3	1	10	3429130.8341	8	4	0	64803.7603246	Off	37	Off	5					
4	4	1	10	2601634.90139	8	4	0	64804.338563699996	Off	37	Off	5					
4	5	1	10	1546254.40816	8	4	0	64804.6350704	Off	37	Off	5					
4	6	1	10	1749519.76181	8	4	0	64805.494548099996	Off	37	Off	5					
4	7	1	10	2963718.6411	8	4	0	64805.2913115	Off	37	Off	5					
4	8	1	10	2160555.34552	8	4	0	64805.6333398	Off	37	Off	5					
4	9	1	10	1603105.54721	8	4	0	64805.572313	Off	37	Off	5					
5	1	1	10	3413241.97453	8	4	0	64803.791575999996	Off	37	Off	5					
5	2	1	10	2236065.04073	8	4	0	64804.3383159	Off	37	Off	5					
5	3	1	10	2258182.49372	8	4	0	64803.7133293	Off	37	Off	5					
5	4	1	10	2348944.86366	8	4	0	64804.3070846	Off	37	Off	5					
5	5	1	10	1847867.63292	8	4	0	64804.572571799996	Off	37	Off	5					
5	6	1	10	2054323.9407	8	4	0	64805.4945741	Off	37	Off	5					
5	7	1	10	1954854.14903	8	4	0	64805.291063	Off	37	Off	5					
5	8	1	10	1515393.71222	8	4	0	64805.5103111	Off	37	Off	5					
6	1	1	10	3028486.26938	8	4	0	64804.4318247	Off	37	Off	5					
6	2	1	10	2159621.12815	8	4	0	64806.2935686	Off	37	Off	5					
6	3	1	10	2346579.2304	8	4	0	64803.7445438	Off	37	Off	5					
6	4	1	10	2626060.67369	8	4	0	64804.353814099995	Off	37	Off	5					
6	5	1	10	2379057.61256	8	4	0	64804.634568199996	Off	37	Off	5					
6	6	1	10	2172488.10974	8	4	0	64805.4318018	Off	37	Off	5					
6	7	1	10	2234315.53243	8	4	0	64805.291321799996	Off	37	Off	5					
6	8	1	10	1846212.69264	8	4	0	64805.5100426	Off	37	Off	5					
7	1	1	10	2896562.45398	8	4	0	64805.275323099995	Off	37	Off	5					
7	2	1	10	2826950.36414	8	4	0	64806.337824799994	Off	37	Off	5					
7	3	1	10	2783592.36158	8	4	0	64803.6663105	Off	37	Off	5					
7	4	1	10	3549010.12307	8	4	0	64803.932321	Off	37	Off	5					
7	5	1	10	2995159.64077	8	4	0	64805.0413183	Off	37	Off	5					
7	6	1	10	3511995.34184	8	4	0	64805.4320711	Off	37	Off	5					
7	7	1	10	1863895.47881	8	4	0	64805.3535663	Off	37	Off	5					
7	8	1	10	2782913.19128	8	4	0	64805.4788126	Off	37	Off	5					
8	1	1	10	3721126.77819	8	4	0	64806.0568479	Off	37	Off	5					
8	2	1	10	2672649.75014	8	4	0	64806.4645662	Off	37	Off	5					
8	3	1	10	3202726.40631	8	4	0	64803.729070199995	Off	37	Off	5					
8	4	1	10	3671565.97347	8	4	0	64803.883307799995	Off	37	Off	5					
8	5	1	10	3488836.20782	8	4	0	64805.4160707	Off	37	Off	5					
8	6	1	10	3612671.59214	8	4	0	64805.4630645	Off	37	Off	5					
1	1	1	11	3498106.7391	8	4	0	72000.04468549999	Off	37	Off	5					
1	2	1	11	2585614.21974	8	4	0	72001.3444057	Off	37	Off	5					
1	3	1	11	2657179.2824	8	4	0	72001.3284055	Off	37	Off	5					
1	4	1	11	3091491.49372	8	4	0	72000.7184204	Off	37	Off	5					
1	5	1	11	2871923.18723	8	4	0	72000.6876666	Off	37	Off	5					
1	6	1	11	2704185.31783	8	4	0	72000.3603994	Off	37	Off	5					
1	7	1	11	3116441.68865	8	4	0	72000.2034196	Off	37	Off	5					
1	8	1	11	3022628.78377	8	4	0	71999.797143299991	Off	37	Off	5					
1	9	1	11	2573872.0244	8	4	0	71999.6566778	Off	37	Off	5					
2	1	1	11	2877167.41358	8	4	0	72000.2346684	Off	37	Off	5					
2	2	1	11	1994121.36847	8	4	0	72001.374412099991	Off	37	Off	5					
2	3	1	11	2742524.05129	8	4	0	72001.265663	Off	37	Off	5					
2	4	1	11	2459595.17396	8	4	0	72000.7656624	Off	37	Off	5					
2	5	1	11	2199179.21588	8	4	0	72000.5651618	Off	37	Off	5					
2	6	1	11	1624126.87092	8	4	0	72000.4219132	Off	37	Off	5					
2	7	1	11	2466260.78625	8	4	0	72000.3129112	Off	37	Off	5					
2	8	1	11	1826228.75141	8	4	0	71999.875407899992	Off	37	Off	5					
2	9	1	11	2051462.54178	8	4	0	71999.6721641	Off	37	Off	5					
3	1	1	11	3060514.73703	8	4	0	72000.656411199991	Off	37	Off	5					
3	2	1	11	1999399.98319	8	4	0	72001.40614169999	Off	37	Off	5					
3	3	1	11	1980133.89917	8	4	0	72001.31288089999	Off	37	Off	5					
3	4	1	11	2542773.47557	8	4	0	72000.6096654	Off	37	Off	5					
3	5	1	11	2013949.12919	8	4	0	72000.5626666	Off	37	Off	5					
3	6	1	11	1761581.48242	8	4	0	72000.5161537	Off	37	Off	5					
3	7	1	11	2872599.49183	8	4	0	72000.250419	Off	37	Off	5					
3	8	1	11	1010245.75824	8	4	0	71999.9376579	Off	37	Off	5					
3	9	1	11	2224953.29883	8	4	0	71999.6411599	Off	37	Off	5					
4	1	1	11	4885270.51995	8	4	0	72000.984419699991	Off	37	Off	5					
4	2	1	11	3831352.96527	8	4	0	72001.5311616	Off	37	Off	5					
4	3	1	11	3182322.6404	8	4	0	72001.1406609	Off	37	Off	5					
4	4	1	11	2446563.41477	8	4	0	72000.6876607	Off	37	Off	5					
4	5	1	11	1159110.14417	8	4	0	72000.4531682	Off	37	Off	5					
